0x73ec85489681da69fb52d8b25aee0091eb2925ce,2.1277625e+08
0x020ca66c30bec2c4fe3861a94e4db4a498a35872,1.6856489402421173e+08
0xed2ab4948ba6a909a7751dec4f34f303eb8c7236,1.0127811677499816e+08
0x77e3e957082ca648c1c5b0f3e6aec00ab1245186,8.780031371496756e+07
0x5e1416e0ec35b47a6b7687c5e783e9b98a83dd45,7.382241241794766e+07
0xa7078ddf23d29e9d6e54e34909cd2ac1b33a67c5,6.740289359036773e+07
0xcbb0fe555f61d23427740984325b4583a4a34c82,5.73297619243229e+07
0x97c7d94d01bcbc41b80ef7cc8c5bebc3d11c6a20,5.150542441094364e+07
0x0232d1083e970f0c78f56202b9a666b526fa379f,4.2651558215838954e+07
0x8bc110db7029197c3621bea8092ab1996d5dd7be,3.576723695975489e+07
0x3ac7084e8ce0757261b79f87a8e417d2df3d24d3,3.0265885975666348e+07
0x50d36f27872f637ec9ecb4eedff300df44a608ab,2.9534395029188417e+07
0x385ce35599ae5e6f0eaf0f69841fffa9f41acdd5,2.8207528186001685e+07
0xd5ee00b7babd9374d32159cd7cd82bb99ef831fd,2.6014313115022473e+07
0xc15add7eb1ba708bc7189cef6a4c47200b77a52b,2.5689179776563536e+07
0x6c7db6c2412a5e30ef424da2f68a23a3c1830bde,2.4752257894443862e+07
0x68663fb06b6e718e7026aa1c2ddbc4e97ccd6c5c,2.3871117969588116e+07
0x9c81522976f5eebba38c60d36c63facb5e9e9f23,2.287983197775257e+07
0x63e0605491bda6e4c1c37cf818a45b836faf46ee,2.180411808687376e+07
0xc58d63d59ad68930c9fdff6f1ac479c5c9941ef4,2.105944059408987e+07
0x4d417dfe10a8ebe24bed38c3861e9acd0d9ef717,2.0468032175262116e+07
0x2c6452ba2f50b4b7acf7143b8d8577ba871532e8,1.9777170433358576e+07
0xbb6101475240234e13e815fa4a7f1238ca2fefdf,1.909654301504446e+07
0xfa0e027fcb7ce300879f3729432cd505826eaabc,1.839446922200073e+07
0x49fabee6cadf2dd5bf738f9c0dfabbb2c8fd6a81,1.7031608758605313e+07
0x9a68cb9c15a24da0c3d9852950aa6da0e3bf5622,1.6959481935577095e+07
0xedb29a9811a6018b6c60e2f338fc5b46b57af5aa,1.6482810438587796e+07
0x36c72892fcc72b52fa3b82ed3bb2a467d9079b9a,1.5872454600745056e+07
0xa7888f85bd76deef3bd03d4dbcf57765a49883b3,1.5810162590622855e+07
0x8607a7d180de23645db594d90621d837749408d5,1.5158660290337818e+07
0x127ecf853f7c0d59e415a28354e482fd41604b4f,1.4647995750901e+07
0x6c8ee01f1f8b62e987b3d18f6f28b22a0ada755f,1.4022972178740034e+07
0xb70c67d6da9db6ffe565c20339e18edb69140cb8,1.3744655999029998e+07
0x583024c271bb3a2609add8ba2bfc879ffa5ed4ba,1.37318200000316e+07
0x515a6c0e816f1096a5eaaf2b0516b9738c137c8c,1.3441968093106616e+07
0xc5775840ce050f12a1e52533dae1b67b2dc6cc50,1.325071693959436e+07
0x5fbfebad82d89d6ac7bc5708aad1cfa121d71730,1.3224491049391292e+07
0x5f1ee29361206f1a129e808736f11598356c6031,1.315242617525e+07
0x1a945a4b9158a833f3945b0104f163094b7a6adc,1.3009385442999998e+07
0xdcef0c8cff7c46aafb13806be86892368c115f6b,1.2698007309828004e+07
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,1.2441613288299998e+07
0x96488f9fcd0c6997c771a26d85d1f61cacfa502c,1.2142664131923001e+07
0x1e9b0ce14b52a94e102ddf8a5bd9421b3502c10c,1.1950796509699998e+07
0x1a71709c62ad2013ea377f11602099a2b411a93c,1.165126440416256e+07
0x9163b103e9da19acc01545f98ddded3dd0f77bf4,1.125365999719917e+07
0x286a2103ddf789b5414c684a055bce98847f776e,1.0989318835087186e+07
0x1a1ab4a5eff67399d9c035e4e8177b202539142b,1.0824021995865976e+07
0x9082d2785155d64c9e87812b92958acff4fdfba9,1.0443256821052894e+07
0xa52899a1a8195c3eef30e0b08658705250e154ae,1.0375338595302576e+07
0x36355c0ed52a9aa0aa018dd00a48d13952096a65,1.0088476409900032e+07
0xb06114b9997a4a16a078c4107d8eba74a869be4e,1.0015810325189697e+07
0x3a5aba0115d8ad19320fb45a30dd2523fe0594bc,9.95788716068e+06
0x4cadb971de712015b663fb4c6776ef18d22d8e1f,9.684050858119372e+06
0xce429156fd7a69ee9c5ebdbaad7428c42823afec,9.442183902131505e+06
0x7eb413211a9de1cd2fe8b8bb6055636c43f7d206,9.421778354502745e+06
0x51b384872428fb424d8e193ee8733e960a9256e0,9.416633894900003e+06
0x2ca212af7e65631d46a1cf406427f257d2976a71,9.265581343533006e+06
0xb8983d041f4e752032f2964b8e095c1f1c61956b,9.21068528399996e+06
0x445d3c311b4c7fe709f8f1f895194a1f4aedd5b3,9.1243755589e+06
0x638a98bbb92a7582d07c52ff407d49664dc8b3ee,8.974942907716447e+06
0x40a40a954ca946e951d12df30ee0b20b510f4668,8.934567724324731e+06
0xa7b9c7cb5dfaf482ce2d3166b955e685e080cbbc,8.93086143151881e+06
0x7df70b612040c682d1cb2e32017446e230fcd747,8.82086706752656e+06
0x9e91f274f175388dd1950799fa69e00d699ae2ee,8.818783406917002e+06
0xcc2a855946a3c20683858fe6ee15acf8b836f0b3,8.75076337120699e+06
0x5e062cdb10d5cee359688481f06a61d9474645a3,8.571473569256952e+06
0x4b1e684d5143eb7435e5d78385fa8cbdccd8f7ec,8.26997680223185e+06
0x8f779b7de59c5f61ca8ee9d1461db4aff670c3ed,8.235588929247299e+06
0x386c1ed28df54bd0be40d2d43f16380e62b03b34,8.164312599505792e+06
0x8e0788650afeedfb26f26bee874aed02688b2108,8.042770103759998e+06
0xf3902d2fccb71173249b46c94148f9348a94004b,8.033913104849311e+06
0x48b3050bcabe7bc75c2895eabefdaad672f9d2ed,7.922380190249998e+06
